smiles,RF_pred_proba,GCN_pred_proba,combo_mean,mw,clogP,tpsa,hbd,hba,rotb,pains,scaffold,novel_scaffold,nn_tanimoto_to_train,keep
B=CC=CC#[S+]CS[N+]C=CC=C[B+][n+]1cnc(N)nc1CNCC(=O)O.Cl,0.925190774858756,0.8858340382575989,0.9055124065581774,437.5760000000002,-1.0518999999999985,119.11,3,6,11,False,c1nc[nH+]cn1,True,0.16666666666666666,True
C=[P+](C=CC1=C(C)N=C(N)[N+]=C1O)NC=CC=CC1=CCOC1=O.Cl,0.9080713238734348,0.9027289748191832,0.9054001493463092,381.78000000000014,1.7880999999999996,111.03999999999999,3,6,6,False,C=[P+](C=CC1=CN=C[N+]=C1)NC=CC=CC1=CCOC1=O,True,0.13043478260869565,True
C=CNCC=C=[O+]CC=CC=CC(=O)NCCC[S-]C1=CN=C(N)N=C(N)C1,0.9207211971915998,0.8861013650894165,0.9034112811405082,403.53200000000015,0.2613000000000027,129.19,4,7,12,False,C1=CN=CN=CC1,True,0.15151515151515152,True
CCC=C1C=C1C=C=[N+]C1=C=C(N)N=C(N)N1CCNC(=O)C[B+]C1=CC=CCN1,0.8977177152372968,0.9057852029800416,0.9017514591086692,402.2910000000001,-0.06529999999999764,122.87,4,7,9,False,C=C1C=C1C=C=[N+]C1=C=CN=CN1CCNC(=O)C[B+]C1=CC=CCN1,True,0.14285714285714285,True
CCC=C=[O+]C1C=C=CC=C1CC(=O)[C-]NCCC#[PH]CPC=C1N=C(N)N=C(N)[P+]1,0.8977770480784862,0.9040969610214232,0.9009370045499548,473.39400000000006,2.9792899999999998,117.16,3,6,10,False,O=C([C-]NCCC#[PH]CPC=C1N=CN=C[P+]1)CC1=CC=C=CC1,True,0.14444444444444443,True
C=CC[B+]CC(=O)NCC1CC=CC2C=CC=PC=NN1CC(N)=C2F,0.9403819284463408,0.8614619970321655,0.9009219627392532,373.20100000000014,2.4774,70.72,2,4,6,False,C1=CC2C=CCCN(CC=C2)N=CP=C1,True,0.14285714285714285,True
NC1=NCN=c2cc(NCc3ccc(CCNC(=O)C4CCCCC4)cc3)ccc2=N1,0.9663232107181828,0.8302587866783142,0.8982909986982486,418.54500000000024,2.0626999999999986,104.23,3,6,7,False,O=C(NCCc1ccc(CNc2ccc3c(c2)=NCN=CN=3)cc1)C1CCCCC1,True,0.6060606060606061,True
CC(CNC(=O)CC1=CCOCO1)=C1CCN1C1=CC=C[C-][P-]=CNCC1,0.933301874707616,0.8610761165618896,0.8971889956347529,387.42,2.538690000000001,62.830000000000005,2,5,5,False,O=C(CC1=CCOCO1)NCC=C1CCN1C1=CC=C[C-][P-]=CNCC1,True,0.12962962962962962,True
C=CNCC=C=BC=CC=C[B+]CC(=O)N1CC=C1CC=CC1N=NC(Br)N=C1N,0.91098030654602,0.8825249671936035,0.8967526368698118,465.9810000000001,2.0734,95.44,2,6,11,False,C(=CC1C=NCN=N1)CC1=CCN1,True,0.13186813186813187,True
Cl.Nc1nc[n+](C2B=CC=CC#[S+]CS[N+]2)c(CNC(=O)O)n1,0.9418802875146725,0.8503326773643494,0.8961064824395109,372.67200000000014,-0.6801000000000001,119.11000000000001,3,5,3,False,B1=CC=CC#[S+]CS[N+]C1[n+]1cncnc1,True,0.18947368421052632,True
C=CNCC=C=[O+]CC=CC=CCC(=O)NCCC(P)C1=CN=C(N)N=C(N)C1,0.9013979472175524,0.8890767097473145,0.8952373284824335,417.47400000000016,0.8550000000000002,129.19,4,6,12,False,C1=CN=CN=CC1,True,0.15306122448979592,True
C=CNCC=C=[O+]CC=CC=CCC(=O)NCCC(P)=[S-]C1=CN=C(N)N=C(N)C1,0.920989100500878,0.8685493469238281,0.8947692237123531,448.5330000000002,0.6564000000000004,129.19,4,7,12,False,C1=CN=CN=CC1,True,0.15151515151515152,True
NC1=CBC=C(C2C[C-]CC=C=C2CCNCC=O)C(N)=N1,0.9250763719469506,0.858410120010376,0.8917432459786633,296.183,0.1865900000000006,93.5,3,5,6,False,B1C=CN=CC(C2C=C=CC[C-]C2)=C1,True,0.15555555555555556,True
CCC=C1C=C1C=C=[N+]C=C1B=C(N)N=C(N)N1CCNC(=O)C[B+]C1=CC=CCN1,0.902244390065858,0.8776266574859619,0.8899355237759099,414.11100000000016,-0.7564999999999971,122.87,4,7,9,False,C=C1C=C1C=C=[N+]C=C1B=CN=CN1CCNC(=O)C[B+]C1=CC=CCN1,True,0.13978494623655913,True
NC1=CBC(C=CPC2=C=CCN2)N(CCNC(=O)C2C=CC=CC2)N1N,0.9239917490972952,0.8542397022247314,0.8891157256610134,384.2330000000001,-0.046700000000000075,99.64999999999999,4,6,7,False,O=C(NCCN1NC=CBC1C=CPC1=C=CCN1)C1C=CC=CC1,True,0.1568627450980392,True
CCNC(=O)CCC#CC1SC(C)C(N)=[N+]C1N,0.9205268873901682,0.8536936044692993,0.8871102459297338,268.386,-0.6121999999999972,95.24,3,5,3,False,C1=[N+]CCSC1,True,0.15384615384615385,True
C=CNCC=[O+]C1C=C=CC=C1C#[S-]C(=O)CCC(P)C1=CN=C(N)N=C(N)C1,0.9176677255831918,0.8563168048858643,0.886992265234528,430.4940000000002,1.0258,117.16,3,7,8,False,O=C(CCCC1=CN=CN=CC1)[S-]#CC1=CC=C=CC1,True,0.14414414414414414,True
CCNCC1C[P+]C(N)=NC=S=NC=C1[O+]C=C=[C-]CC(=O)CC,0.921151823122966,0.8510439991950989,0.8860979111590324,366.42700000000025,2.21169,91.13999999999999,2,6,8,False,C1=CN=S=CN=C[P+]CC1,True,0.14705882352941177,True
C=CNCC=[O+]C1C=C=CC=C1CC(=O)NCCC(P)C1=CN=C(N)N=C(N)C1,0.919275532719384,0.8525514602661133,0.8859134964927486,415.45800000000014,0.5736,129.19,4,6,10,False,O=C(CC1=CC=C=CC1)NCCCC1=CN=CN=CC1,True,0.1568627450980392,True
C=CC[B+]CC(=O)NCC1CC=CC2C=CC=PC[C-]N1CC(N)=C2F,0.9063589549903218,0.8647633790969849,0.8855611670436534,372.2130000000002,2.57289,58.36,2,3,6,False,[C-]1CP=CC=CC2C=CCCN1CC=C2,True,0.15,True
CCc1nc(N)nc(N)c1OCCCOc1ccccc1CCS(=O)O,0.9038517496784352,0.8662908673286438,0.8850713085035395,380.47000000000014,1.8155000000000006,133.57999999999998,3,7,10,False,c1ccc(OCCCOc2cncnc2)cc1,False,0.7735849056603774,True
C=CNCC=C=[O+]C1C=C=CC=C1CC(=O)NCCC(P)C1=CN=C(N)N=C(N)C1,0.9084160768703,0.861646294593811,0.8850311857320554,427.46900000000016,0.7625000000000003,129.19,4,6,10,False,O=C(CC1=CC=C=CC1)NCCCC1=CN=CN=CC1,True,0.1650485436893204,True
C=CCC(=O)NCCC(P)=NCC=[P-]C=CC=CC=CC=CC1=CCC(N)=NCN1,0.9244984380725104,0.8414536714553833,0.8829760547639469,443.47200000000015,3.4650000000000007,91.87,3,5,12,False,C1=CNCN=CC1,True,0.15306122448979592,True
C=CNC1C2=CCC=CC2=NCC(=O)N=[N+]CCC(P)C1=C1C=C=C(N)C(N)=N1,0.9120961291071568,0.8510817289352417,0.8815889290211992,409.43400000000014,1.0000000000000002,132.32,3,7,2,False,O=C1CN=C2C=CCC=C2CC(=C2C=C=CC=N2)CCC[N+]=N1,True,0.10909090909090909,True
NC1=BC(=C[N+]=C=CC2=CCC2)N(CCNC(=O)C2CC=CC=C2[S-])C(N)=N1,0.9517022736576378,0.8109114170074463,0.8813068453325421,393.30500000000006,-0.4290999999999982,110.84,3,7,6,False,O=C(NCCN1C=NC=BC1=C[N+]=C=CC1=CCC1)C1C=CC=CC1,True,0.16831683168316833,True
B#CC(CCNC(=O)CC1BCCCC1)=C1C=CCNC2=CC=[P-]N=[C+]C1N=C(N)C2,0.9163232507106676,0.8440984487533569,0.8802108497320122,432.1060000000001,1.9182999999999995,91.86999999999999,3,5,5,False,O=C(CC1BCCCC1)NCCC=C1C=CCNC2=CC=[P-]N=[C+]C1N=CC2,True,0.17757009345794392,True
C=CNCc1ccccc1NCC(=O)N1CC=C1CC=CC1N=NC(Br)N=C1N,0.9076907887803696,0.8509133458137512,0.8793020672970604,458.36400000000003,2.8741000000000003,107.47,3,7,9,False,O=C(CNc1ccccc1)N1CC=C1CC=CC1C=NCN=N1,True,0.15294117647058825,True
C=CCC=CC#P(O)NCC1=CC=CNNCN=C1N,0.9118780352171352,0.8456400632858276,0.8787590492514814,293.31100000000004,0.8342999999999998,94.7,5,6,4,False,C1=CC=NCNNC=C1,True,0.13978494623655913,True
C=CNCC=C1C#[PH]C=CC1=NCC(=O)NCCCP=CC=C1C[P-]C(N)C(N)=N1,0.9071427622121968,0.8492113947868347,0.8781770784995158,461.4070000000002,1.9922999999999997,117.89,4,6,10,False,C=C1C#[PH]C=CC1=NCC(=O)NCCCP=CC=C1C[P-]CC=N1,True,0.13636363636363635,True
C=CC[B+]CC(=O)NBCC1CC=CC2C=CC=PC=NN1CC(N)=C2F,0.938726905305858,0.8146612048149109,0.8766940550603844,385.02100000000013,2.2472,70.72,2,4,7,False,C1=CC2C=CCCN(CC=C2)N=CP=C1,True,0.12962962962962962,True
B=CC1=CC=CC(S)=[N+]C=CC=C[B+]C(=CC)C(NCC(=O)O)=NC(N)=N1.Cl,0.9353494933210867,0.8164404630661011,0.875894978193594,416.5320000000001,0.25179999999999975,114.17,4,6,3,False,C=C1[B+]C=CC=C[N+]=CC=CC=CN=CN=C1,True,0.15555555555555556,True
C=CC[B+]C(=O)NCC[N-]CC=CC1=C(N)[P+]CN=CP=CC=CC1,0.9006572175916427,0.8505767583847046,0.8756169879881737,373.16600000000005,3.745000000000002,81.58,2,3,9,False,C1=CCC=C[P+]CN=CP=C1,True,0.14423076923076922,True
B=CC(=CC=CC(S)C=CC=C[B+]C[S-]1=C(N)N=C(N)N=C1C)CC(=O)O.Cl,0.9063273349913245,0.8412607312202454,0.8737940331057849,437.61600000000027,0.5096000000000003,114.05999999999999,4,7,10,False,C1=NC=[SH-]C=N1,True,0.1414141414141414,True
B#CC(CCNC(=O)CCBC=C)=C1C=CCNC2=CC=[P-]N=[C+]C1N=C(N)C2,0.9106857933334912,0.8359216451644897,0.8733037192489905,404.05200000000013,1.0893999999999993,91.86999999999999,3,5,7,False,C=C1C=CCNC2=CC=[P-]N=[C+]C1N=CC2,True,0.18,True
B=CC=CC#[S+]CS[N+]C=CC=C[B+][n+]1cnc(N)nc1CNC(=O)O.Cl,0.9186347178032712,0.8240766525268555,0.8713556851650633,423.54900000000015,-0.4585000000000003,119.11,3,5,9,False,c1nc[nH+]cn1,True,0.16666666666666666,True
CCC=C=[O+]C1C=C=CC=C1CC(=O)[C-]NCCC(P)C=C1N=C(N)N=C(N)[P+]1,0.9003322887213551,0.8380832672119141,0.8692077779666345,429.40100000000007,1.9917899999999997,117.16,3,6,10,False,O=C([C-]NCCCC=C1N=CN=C[P+]1)CC1=CC=C=CC1,True,0.14942528735632185,True
C=CCC(=O)NCCC(P)=NCC=[P-]=CC=C[S-]C=C1CCC(N)=NCN1,0.9182673287543838,0.8199164867401123,0.8690919077472481,424.4710000000002,2.0288,91.87,3,6,10,False,C=C1CCC=NCN1,True,0.1414141414141414,True
C=CNCC=CC#[PH]CC=CC=NC(=O)NCCC1PC1=CC=C1C[P-]C(N)C(N)=N1,0.9101137308127404,0.8278822898864746,0.8689980103496074,475.4340000000002,3.0704000000000002,117.89,4,5,9,False,C1=NC(=CC=C2CP2)C[P-]C1,True,0.1276595744680851,True
C=CCC(=O)NCCC(P)=NCC=[P-]C=CC=C[S-]C=C1CCC(N)=NCN1,0.9182673287543838,0.8194324374198914,0.8688498830871376,437.4900000000002,2.7402999999999995,91.87,3,6,11,False,C=C1CCC=NCN1,True,0.13861386138613863,True
C=CC=CC(=O)NCC1CC(=CNC=C=C2CC2C)CN[B+]CNN=C1N,0.939702020322432,0.7971557974815369,0.8684289089019845,367.2860000000001,0.44510000000000205,103.57,5,6,6,False,[B+]1CNN=CCCC(=CNC=C=C2CC2)CN1,True,0.13333333333333333,True
B=CC=C1N=C(N)N=C(NCC(=O)O)CC(=C)[B+]C=CC=CB=C(S)C[C-]=[O+]1.Cl,0.9137993523799276,0.8230266571044922,0.8684130047422098,429.33600000000007,-0.2115999999999988,111.37,4,6,3,False,C=C1[B+]C=CC=CB=CC[C-]=[O+]C(=C)N=CN=CC1,True,0.14583333333333334,True
B=CC1=CC=CC(S)=BC=CC=C[B+]C(=C)CC(NCC(=O)O)=NC(N)=N1.Cl,0.9404023284866236,0.7954039573669434,0.8679031429267834,413.33700000000005,0.35159999999999986,100.07,4,6,3,False,C=C1[B+]C=CC=CB=CC=CC=CN=CN=CC1,True,0.14583333333333334,True
NC1=BC(=[B-][N+]=C=CC2=CCC2)N(CCNC(=O)C2CC=CC=C2[S-])C(N)=N1,0.9511033074128392,0.7844665050506592,0.8677849062317492,391.09800000000007,-1.5213999999999965,110.84,3,7,6,False,O=C(NCCN1C=NC=BC1=[B-][N+]=C=CC1=CCC1)C1C=CC=CC1,True,0.1650485436893204,True
CC(=C=CCN)CB1C[S-]=C(N)N(N)N1CNC(=O)Cc1ccccc1,0.9127623832460856,0.8213642239570618,0.8670633036015736,373.31500000000017,-0.5713999999999964,113.63999999999999,4,7,7,False,O=C(Cc1ccccc1)NCN1BC[S-]=CN1,True,0.25301204819277107,True
CC=CNCC=CC#[PH]CC=CC=NC(=O)NCCC1PC1=CC=C1C[P-]C(N)C(N)=N1,0.906559994131744,0.8258910179138184,0.8662255060227813,489.46100000000024,3.4605000000000006,117.89,4,5,9,False,C1=NC(=CC=C2CP2)C[P-]C1,True,0.1368421052631579,True
NCC=C=C(C=CCB1C[S-]=C(N)N(N)N1)CCNC(=O)C1C=CC=CC1,0.935289191745563,0.7968457937240601,0.8660674927348115,387.3420000000001,-0.425299999999998,122.43,5,7,8,False,C=C(C=CCB1C[S-]=CNN1)CCNC(=O)C1C=CC=CC1,True,0.14705882352941177,True
CCNC(=O)CCC#CC1SC(F)C(N)=[N+]C1N,0.918590822341171,0.8127771615982056,0.8656839919696883,272.349,-0.7050999999999981,95.24,3,5,3,False,C1=[N+]CCSC1,True,0.14814814814814814,True
C=CNCC=CC#[PH]CC=CC=NC(=O)NCC1C[PH]1=CC=C1C[P-]C(N)C(N)=N1,0.9108370113852378,0.8170972466468811,0.8639671290160594,463.4230000000002,2.1342999999999996,117.89,4,5,8,False,C1=NC(=CC=[PH]2CC2)C[P-]C1,True,0.11818181818181818,True
CCC=C=[O+]C1C=C=CC=C1CC(=O)[C-]NCCC(P)c1cc(N)nc(N)n1,0.9067944443138498,0.8210947513580322,0.863944597835941,398.4270000000001,1.8882899999999996,118.22,3,6,10,False,O=C([C-]NCCCc1ccncn1)CC1=CC=C=CC1,True,0.18085106382978725,True
C=CNCC=C1C#[PH]C=CC1=NCC(=O)NCCC1PC1=CC=C1C[P-]C(N)C(N)=N1,0.916063857449588,0.8100000619888306,0.8630319597192093,473.4180000000002,2.1885,117.89,4,6,9,False,C=C1C#[PH]C=CC1=NCC(=O)NCCC1PC1=CC=C1C[P-]CC=N1,True,0.13636363636363635,True
NC1=N[P-]C=BC1=CC1CNCC=CC=C1CNC(=O)CC=CF,0.9389665084079402,0.7860497236251831,0.8625081160165616,345.14700000000005,1.2576999999999998,79.50999999999999,3,4,5,False,B1=C[P-]N=CC1=CC1C=CC=CCNC1,True,0.16666666666666666,True
C=CNCC=[O+]C1C=C=CC=C1C#[S-]C(=O)CC(P)C1=CN=C(N)N=C(N)C1,0.9198303929889454,0.801681399345398,0.8607558961671717,416.46700000000016,0.6357000000000003,117.16,3,7,7,False,O=C(CCC1=CN=CN=CC1)[S-]#CC1=CC=C=CC1,True,0.125,True
C=CSCNCN1CC=C=[PH]=C=C(N)CN=CC=COCC=CC1=O,0.9066662935156838,0.8127517700195312,0.8597090317676075,378.4380000000001,1.2467,79.94999999999999,2,6,5,False,O=C1C=CCOC=CC=NCC=C=[PH]=C=CCN1,True,0.10752688172043011,True
C=CNC=[C+]C=CC=CC=C=C(CC(=O)N1CC=C1C)c1cc(N)nc(N)n1,0.9416617863737088,0.7764513492584229,0.8590565678160658,375.4560000000001,2.4779899999999997,110.16,3,6,8,False,C=C(CC(=O)N1C=CC1)c1ccncn1,True,0.18,True
B=CC(=C=CC#[S+]CS[N+]C=CC=C[B+][n+]1cnc(N)nc1CNC)C(=O)O.Cl,0.89832801548897,0.8176406621932983,0.8579843388411341,449.58700000000016,-0.8967999999999987,119.11,3,6,10,False,c1nc[nH+]cn1,True,0.17582417582417584,True
C=CC=CC(=O)NC1CC(=C)NC=C=C2CC2CCN[B+]CNN=C1N,0.9320780979332436,0.7825883626937866,0.8573332303135152,353.25900000000007,0.19750000000000217,103.57,5,6,3,False,C=C1CCC=NNC[B+]NCCC2CC2=C=CN1,True,0.13,True
CCC1=CC1C=C=[N+]C=CB1[N+]=C(N)N=C(N)N1CCNC(=O)Cc1ccccc1,0.9103976758356408,0.802740216255188,0.8565689460454144,403.29900000000015,-0.3048999999999962,124.94,3,7,9,False,O=C(Cc1ccccc1)NCCN1C=NC=[N+]B1C=C[N+]=C=CC1C=C1,True,0.27472527472527475,True
NCC=C=C(CCNC(=O)C1CC=CC=[P+]1)C[P+]BC1NON(N)C(N)=[S-]1,0.9296641837823136,0.7830950021743774,0.8563795929783455,426.2320000000001,-1.0546999999999969,131.66,5,8,9,False,C=C(CCNC(=O)C1CC=CC=[P+]1)C[P+]BC1NONC=[S-]1,True,0.1559633027522936,True
Nc1bc(=[N+]=C=CC2=CCC2)n(CCNC(=O)Cc2ccccc2[S-])c(N)n1,0.9416178365431525,0.7705627679824829,0.8560903022628177,392.297,-0.4356999999999988,113.06,3,6,6,False,O=C(Cc1ccccc1)NCCn1cncbc1=[N+]=C=CC1=CCC1,True,0.24444444444444444,True
C=CC=CC(=O)CCC=C=C=C[O+]CN[PH]=C1CN=CN=C1N,0.9257404133790504,0.7862551212310791,0.8559977673050647,331.33600000000007,1.6304999999999996,91.14,2,6,9,False,[PH]=C1C=NC=NC1,True,0.12941176470588237,True
[N+]=C=CC1=CC=CCNC=C1[PH]1B=C(N)N=C(N)N1CCNCC=O,0.9182652831733,0.7914309501647949,0.8548481166690474,357.16700000000014,-1.847099999999997,131.07,4,7,7,False,B1=CN=CN[PH]1C1=CNCC=CC=C1,True,0.12162162162162163,True
NC=C=C(C=CCB1C[S-]=C(N)N(N)N1)CCNC(=O)C1C=CC=CC1,0.947022548983772,0.7616117000579834,0.8543171245208778,373.31500000000005,-0.46779999999999844,122.43,5,7,7,False,C=C(C=CCB1C[S-]=CNN1)CCNC(=O)C1C=CC=CC1,True,0.15,True
C=CNC1C2=CCC=CC2=NCC(=O)N=[N+]CCC(P)C1=[P-]=C1C=C=C(N)C(N)=N1,0.911285748407952,0.7958561182022095,0.8535709333050807,440.40800000000013,0.9944,132.32,3,6,2,False,O=C1CN=C2C=CCC=C2CC(=[P-]=C2C=C=CC=N2)CCC[N+]=N1,True,0.09649122807017543,True
CC(CC(=O)C=CC1=CCOCO1)=C1CCN1C1=CC=C[C-][P-]=CNN=CCC1,0.9284745863048968,0.7771893739700317,0.8528319801374642,411.442,3.9236900000000023,63.160000000000004,1,6,5,False,O=C(C=CC1=CCOCO1)CC=C1CCN1C1=CC=C[C-][P-]=CNN=CCC1,True,0.12244897959183673,True
B=CC1=CC=CC(S)=BC=CC=C[B+]C(=CC)C(NCC(=O)O)=NC(N)=N1.Cl,0.9369773654488516,0.7686601877212524,0.8528187765850521,413.33700000000016,0.35159999999999986,100.07,4,6,3,False,C=C1[B+]C=CC=CB=CC=CC=CN=CN=C1,True,0.15555555555555556,True
B#CC([B+]NCC=O)=C=CC=CCN1C=CC(N)[C+]CN=C(N)C1,0.9501678046562252,0.7540920972824097,0.8521299509693174,319.99400000000014,-1.2879099999999972,96.74,3,6,7,False,[C+]1CC=CNCC=NC1,True,0.12745098039215685,True
C=CNCC=C=[O+]C1C=C=CC=C1CC(=O)NCCC(P)c1cc(N)nc(N)n1,0.9065023918368744,0.7960052490234375,0.8512538204301558,413.4420000000001,1.1300999999999999,130.25,4,6,10,False,O=C(CC1=CC=C=CC1)NCCCc1ccncn1,True,0.22105263157894736,True
C=CNCC=Cc1c2cccc1C1C=CCC(N)=NC(N)=NC(CC1P)NC(=O)C2,0.9122447918465416,0.7900274395942688,0.8511361157204052,424.48900000000015,1.7804999999999995,117.88999999999999,4,6,4,False,O=C1Cc2cccc(c2)C2C=CCC=NC=NC(CC2)N1,True,0.1724137931034483,True
C#[P-]CC=C=C=[C+]C=CP[P+]C=C1BC=CN=C(N)N1CCNC(=O)C1[B-]C=CC=C1,0.91540276953928,0.7859559655189514,0.8506793675291157,461.9880000000002,3.2738900000000024,70.72,2,4,9,False,C=C1BC=CN=CN1CCNC(=O)C1[B-]C=CC=C1,True,0.16216216216216217,True
Nc1nc2ncc1C=[PH](NC1=[P-]=C=C(CC[B+]C(=O)Br)CC1)N2,0.9067338131373136,0.7943432331085205,0.850538523122917,409.96100000000007,2.4932999999999996,92.93,3,6,6,False,C1=CCCC(N[PH]2=Cc3cnc(nc3)N2)=[P-]=1,True,0.15730337078651685,True
C=CP(NCC=CC1OCC(CCNC(=O)C2=CC=C=[O+]2)=C[P-]1)N1CC=CC(N)=N1,0.9466556103064268,0.7531487941741943,0.8499022022403107,445.4000000000001,2.2453,103.27999999999999,3,6,10,False,O=C(NCCC1=C[P-]C(C=CCNPN2CC=CC=N2)OC1)C1=CC=C=[O+]1,True,0.1565217391304348,True
B=CC=C=[B-]1N=C(N)N=C(NCC(=O)O)CC(=C)[B+]C=CC=CB=C(S)C[C-]=[O+]1.Cl,0.9137993523799276,0.7841043472290039,0.8489518498044657,440.1480000000001,-1.025799999999998,111.37,4,6,3,False,C=[B-]1N=CN=CCC(=C)[B+]C=CC=CB=CC[C-]=[O+]1,True,0.13541666666666666,True
C=CC[B+]CC(=O)NCC1CC=CCC2=CC=PC=NN1CC(N)=C[O+]2F,0.9508493156402148,0.7408715486526489,0.8458604321464318,390.20800000000014,2.6761,73.42,2,4,6,False,C1=CCC2=CC=PC=NN(CC=C[OH+]2)CC1,True,0.13592233009708737,True
CCNCC1C[P+]C(N)=NC=S=NC=C1[O+]C=C=[C-]C=CC(=O)CC,0.9045970185643826,0.7813255786895752,0.8429612986269789,378.4380000000002,2.377790000000001,91.13999999999999,2,6,8,False,C1=CN=S=CN=C[P+]CC1,True,0.1553398058252427,True
CCC=CCC(=O)NCCC(=C=CN)C=CCB1C[S-]=C(N)N(N)N1,0.9325694920297478,0.7532570362091064,0.8429132641194271,363.3200000000001,-0.24379999999999702,122.42999999999999,5,7,9,False,B1C[S-]=CNN1,True,0.13829787234042554,True
C=CCCCCC(=O)NCCC1C=CCC2=C(N)N=CN1N=CP=CC=C2,0.9296241841131442,0.7556235194206238,0.842623851766884,385.452,3.3297000000000017,83.08,2,5,8,False,C1=CC2=CN=CN(CC=CC2)N=CP=C1,True,0.16326530612244897,True
Nc1nc(N)c2c(n1)C=CP(NCc1ccc(CCNC(=O)c3ccco3)cc1)#C2,0.9259337111510644,0.7586119174957275,0.842272814323396,420.4130000000002,2.684800000000001,132.08999999999997,4,7,6,False,O=C(NCCc1ccc(CNP2#Cc3cncnc3C=C2)cc1)c1ccco1,True,0.5277777777777778,True
NCC=C=C(C=C[P+]B1C[S-]=C(N)N(N)N1)CCNC(=O)C1CC=CC=[P+]1,0.9240381489764806,0.7601727247238159,0.8421054368501483,422.24400000000014,-0.08029999999999715,122.43,5,7,8,False,C=C(C=C[P+]B1C[S-]=CNN1)CCNC(=O)C1CC=CC=[P+]1,True,0.14423076923076922,True
C=CNCC=C=[O+][P+]C=CC=CCC(=O)NCCC1C=CN=C(N)N=CCP1,0.931202260067125,0.748344898223877,0.839773579145501,419.4060000000001,2.4304,103.16999999999999,3,5,11,False,C1=CN=CN=CCPC1,True,0.13761467889908258,True
C=CCCC(=O)NBCCC1C=[PH]=CC2C=CC=PC=NN1CC(N)=C2F,0.9389887514547788,0.7391703128814697,0.8390795321681244,406.1910000000001,2.2133,70.72,2,4,7,False,C1=CC2C=CCN(CC=[PH]=C2)N=CP=C1,True,0.15217391304347827,True
C=CCC[B+]CC(=O)NCC1CC=[N+]CC2C=C(N)N=CN1N=C[SH]=C[N+]2,0.9498054374537532,0.7268108129501343,0.8383081252019438,387.322,-0.3160999999999966,111.28,3,6,7,False,C1=CC2C[N+]=CCCN(C=N1)N=C[SH]=C[N+]2,True,0.13333333333333333,True
